Keyword,Score
fiscal,0.11936928535714293
sna changed,0.12389200979614928
changed,0.12394209168679092
average annual growth,0.1252541467827069
industry,0.12874133832905002
japan s real,0.13023542127403231
statistics of corporations,0.131002859077281
balance,0.13205037879383597
revised sna,0.13263180372570754
iizuka,0.13519476173733372
month amount,0.13528483752171142
year changed,0.13576446806642117
china amount,0.13676940018329842
revision range,0.13819893366573724
united,0.1384604592866407
indicator,0.1420152594169849
indicators,0.1420152594169849
bank,0.1421429374581467
japan staff,0.14307795466906176
excluding china,0.14319669619617933
reliability of gdp,0.1453245582324947
cabinet,0.14630406721756548
office,0.14630406721756548
economy,0.14661208804470732
imports from increase,0.1476678719887272
year for gdp,0.14848820807294286
communications foreign trade,0.14879938811072363
indicator is gdp,0.15408224249843247
oct. sources cash,0.15438774657195636
annual growth,0.15438909595471165
year cpi,0.15552496622416842
corporations by industry,0.15616400519880577
quarter shows,0.15962113199041383
nobuo,0.15979633156572157
trend in gdp,0.16102009039881984
estimate for japan,0.16275819429659916
individual economic statistics,0.16364471294784586
create preliminary,0.16448853750296671
benchmark year changed,0.1645833696364408
kingdom s gdp,0.16497617351950503
unemployment rate,0.16579004867199262
internal affairs,0.16684534807170132
affairs and communications,0.16767921879373185
negative,0.16783592640881143
fiscal year,0.16809726042852324
gdp for fiscal,0.17067351708471099
range,0.17076304287921865
low growth rate,0.17105675329716807
challenges japan,0.1713826071123057
japan faces,0.1713826071123057
supply-side,0.17198141656079124
gdp is defined,0.1742505004455741
gdp is thought,0.1742828548764523
gdp is calculated,0.1742828548764523
paper,0.17491472048473633
economic activities,0.17541795922930178
income,0.17777685505149315
increase over exports,0.17837304372024748
gdp is created,0.1787182735438993
gdp estimations consolidate,0.17951307440143519
benchmark,0.17981839415866557
roughly,0.17982508948894904
captured by gdp,0.17983848847438522
gdp with introduction,0.1800232665948289
included in gdp,0.18330748885239811
excluding,0.18400043305524533
gdp also changes,0.18432224880359008
salary amount rate,0.18723577867186159
conduct the gdp,0.18740142516616398
gdp were announced,0.1877709878537654
estimating its gdp,0.18920080926168792
gdp using taxation,0.18979031398849214
year ends,0.19411796499098155
fiscal year ends,0.19997765011894109
introduction,0.20209233899398146
negative revisions,0.20230726652942144
cabinet office indices,0.20294134482603568
finance bank,0.20555751285746468
side statistics,0.20594870384625916
increase over rate,0.20606495728403706
records,0.20930187786753987
record,0.20930187786753987
reliability of japan,0.21020439449769854
excluding asia,0.2125486496304455
corporations,0.21727370515218347
statements,0.21727370515218347
financial,0.2181941722219792
trade balance,0.21959484735685236
annual report,0.22514110516035155
recent,0.2257138089718635
change,0.22699868690332806
nov.,0.22805622595067127
payments trade balance,0.22943811778135736
monthly labour survey,0.22959313208709725
estimate on dec.,0.22978775072401933
estimate of japanese,0.23053901981803254
labour force survey,0.23070166051470867
welfare labour force,0.2307726563447202
positive revisions,0.23169425096282506
boj,0.23219112735098094
rate for japan,0.2350069306707233
trillion yen resulted,0.23559836712497817
figures,0.23775967538680365
current growth,0.2399894051316083
years,0.24111211466681035
labour and welfare,0.24140316424731534
industry consumer price,0.24411208762637968
average annual,0.24516433963874687
annual average,0.24516433963874687
positive,0.24599425323940746
estimations,0.24642936308592409
significant,0.24788023475254364
bureau,0.24915771955870852
internal,0.25010046117421125
affairs,0.25010046117421125
rate for fiscal,0.2502807986781168
quarter ends,0.2503563859337688
staff,0.25049386076722613
communications,0.2510365159447811
foreign,0.2510365159447811
points,0.25125767203992083
side,0.25139437471816056
health,0.25141797690985157
rates,0.2527259832602563
survey,0.2532331877405281
welfare,0.25328482926971585
gross,0.2537019845712511
increased,0.25426366226287533
actual,0.2553300117856491
system,0.2562701636672431
data,0.2571966403648479
reliability,0.2592629754630451
labour survey,0.26271957523548567
welfare labour,0.2627872304206161
japanese production,0.263642974888882
boj staff,0.26801932102396686
amount to asia,0.2695778789340356
negative real,0.2717791637923298
payments trade,0.27558294747803563
united kingdom,0.27571105841927274
industry consumer,0.27595318932279495
yencalendar year,0.2801635913463062
watched indicator,0.2804860027848343
japanese economy,0.2822435578387001
released on nov.,0.28486095611127943
increase over term,0.287535866659843
changed recent,0.2883336143940499
sources cash,0.28968931236981377
captured,0.29490544441626876
activities,0.2957503288348658
quarters,0.29697876129723916
chart,0.29757858371029317
estimates are based,0.2978221157256523
monthly labour,0.30067013378219076
labour force,0.3018849947256824
united states,0.3066051894569813
research,0.3087208503847743
united nations,0.3154483164431027
payments,0.31688867484806604
month earlier,0.3200924437863594
japan s revised,0.32236708031791067
office indices,0.3258656420847763
exports to china,0.3288389310560899
communications foreign,0.33703662055325256
ends,0.33710831897865173
changes,0.3404980303549921
country,0.34352279919792417
system to record,0.3441150890440992
current system,0.34837480987739594
current balance,0.36288261971906977
time,0.3641176129631601
communications money stock,0.3662758568295834
possibility that japan,0.3683258108072214
economic research,0.37194517855612624
figures released,0.373010617753953
japan staff published,0.37431233991355917
began with japan,0.37648157919585007
released roughly,0.3773477022986307
comparisons,0.3821464523687991
questioning,0.38812804026831205
terms,0.39212160968623405
announced,0.39368658067704226
communications money,0.395479985420871
added,0.39669965647485195
demand-side,0.39669965647485195
source,0.3979361273069979
created,0.3984038585383961
force survey,0.4003259688794803
welfare active,0.4004402979925947
actual figures,0.40147120965896155
annualized,0.4021481120978025
nihon keizai shimbun,0.4029958798067263
possibility,0.4032861761636939
addition,0.4041129154291664
international,0.4042545135688183
earlier,0.4046718599570793
hand,0.4064849156142887
small,0.4072343466611663
shows,0.40741821224596736
yen per year,0.4079613526886281
main,0.4079737670888432
reason,0.4089115920339479
consumption,0.40931126304530174
began,0.4100888664216024
capital,0.4103353633042423
made,0.41211262165632173
expenditure,0.4127025146899738
based,0.41305671755057494
note,0.4130880618248584
past,0.41326374783105024
capitalization,0.4137003689135469
treated,0.41445010255098935
latest,0.41473169217753336
average revised,0.4238546047578022
consumer price index,0.425518033132363
population census,0.43151343403519765
balance of payments,0.43374495371891286
gross amount,0.43415874845589675
kanagawa university,0.4388237221673115
economics,0.43908259083555584
ministry of economy,0.4393079418758003
keizai shimbun,0.4405613104637634
nihon keizai,0.4425816376740733
rate the term,0.4426145428202669
statistics from surveys,0.44444105855163024
increase over china,0.44773690882712225
annual basis,0.45079801175438816
chart trend,0.45100085945060064
industrial production,0.451936018282213
price index,0.45471772385017456
indices of industrial,0.4567948531424966
consumer price,0.4567948531424966
july,0.46055615620885093
amount to china,0.462440382708577
general workers,0.4654817174965085
employment referrals,0.4654817174965085
money stock,0.4654817174965085
referrals for general,0.4676019063805211
significant revisions,0.4686060087290785
quarter shows negative,0.4827634583459715
statistics of capital,0.48415368704676554
released on dec.,0.4878554985433456
yen resulted,0.49251510901715023
released in december,0.49944576867211765
released a month,0.5008131666100091
surveys,0.5064663754810562
systems,0.5125403273344862
japanese business,0.5174160043603074
kingdom,0.5203012181231133
trend,0.5222494985846192
low growth,0.5227749757637478
input,0.5241000207382067
output,0.5258707315180823
trade and industry,0.5264609545139662
document released,0.5270814118160942
report,0.5275581013312065
gdi,0.5286488649008512
rate of gross,0.533011327508351
growth ratenominal,0.5358535600029083
small revision,0.5372155275992317
revisions began,0.5430259867345167
released between december,0.543777399672781
sept.,0.5454695790578873
revisions made,0.5471720816486022
population,0.549034261205767
census,0.549034261205767
table,0.549034261205767
nikkei,0.5503698682611075
university,0.5513798523218496
shimbun,0.5521386039796232
kanagawa,0.553135604977951
department,0.553135604977951
closely watched indicator,0.5538584455325617
center,0.5538937896750087
nihon,0.5538937896750087
keizai,0.5538937896750087
iip,0.5564513029168476
released from dec.,0.5581806779068681
cpi,0.5582153187710035
index,0.5582153187710035
average revised range,0.5598839438678637
indices,0.5599656691783631
consumer,0.5599656691783631
price,0.5599656691783631
industrial,0.5599656691783631
revised range,0.5618335016129669
monthly,0.5627146479258628
employment,0.5627146479258628
workers,0.5627146479258628
unemployment,0.5627146479258628
stock,0.5627146479258628
referrals,0.5644610807215616
general,0.5644610807215616
money,0.5644610807215616
force,0.5644610807215616
cash,0.5644610807215616
active,0.5644610807215616
state,0.5649214951958609
states,0.5649214951958609
salary amount,0.5692049755185069
nation,0.5773077688463433
nations,0.5773077688463433
individual economic,0.5825233820349383
current estimations,0.5940515720703241
upward revision,0.5952838453115349
indicator to compare,0.6002645002247115
report on national,0.6016915517895859
