Keyword,Score
returns virus contained,0.020407353799009674
april source,0.020458697609835652
including,0.02053487349235686
korea,0.020539983424235433
normal,0.020563590951810505
effective economic,0.02063136631729932
environment,0.020768625036872213
local public health,0.020888231258805918
africa total cases,0.02100063367189046
economic forum mckinsey,0.02111501929363365
public health actions,0.02121036447341588
distancing,0.021337960682347702
strategy,0.021400035279436257
total deaths johns,0.021417389192111874
growth returns ineffective,0.021617020605135373
rate,0.02163921166919511
mckinsey guidance customized,0.021756534116382304
reflect mckinsey,0.02178589773697035
reflect mckinsey guidance,0.021798655006093442
world health,0.021871814323673352
health response rapid,0.021918090939057604
altered workforce,0.021938742305245156
number,0.021948632097671575
returns virus,0.02197934921848792
physical distancing measures,0.022034412288226488
team,0.022137134356375945
economics current,0.022175010927535117
global,0.022270471943674767
distancing measures,0.022332201012962877
policy responses,0.022384873779518758
financial times mckinsey,0.022412764880199408
data,0.022413314078491994
business situation source,0.02241994521190607
workforce remote work,0.022471206186592124
strategic,0.02281161919275365
reported cases,0.022822940019006446
south korea ppe,0.02289071103358342
operating plans mckinsey,0.023009094104110544
initial return,0.023038958769564848
germany source,0.023063194852486223
hopkins university center,0.023097636760843327
working,0.02310944724000665
company american multinational,0.02318097710415752
remote company,0.02323870206143633
phase iii phase,0.023484288707446656
central nerve center,0.023553587281928724
leading,0.023578320195454614
economic policies current,0.023595043013564618
employee,0.023770497121934585
core nerve center,0.02386491667637877
resilients,0.02386776819642277
normal macro-economic,0.023953680622699407
long-term growth,0.024008302557252698
capabilities,0.024025954830163745
responses,0.024045926241602327
work common space,0.024126714813796225
sample transmission case,0.02414986928099824
actions,0.0242596955093112
organization,0.024313832588836057
return deep-dives,0.024316034589575944
south america brazil,0.02433839472487094
recovery,0.02441545294028293
feb mar apr,0.024431308085990897
open,0.024462119524131666
recovery virus recurrence,0.024525991796640393
company american,0.02454451762929199
public health realities,0.02461208902636659
plans,0.02477925730204906
return workforce,0.02492179885433569
strong public health,0.025045568103114143
cases confirmed cases,0.025207288043247372
consumers,0.02526207057241409
mckinsey global institute,0.025301086739284738
real,0.025750986963553966
people,0.02579911919529486
skill,0.02590776266466552
long-term,0.025909316004878707
industry expert,0.02613667524766183
south korea india,0.02622288394179763
recovery virus,0.026297582174198447
estate company,0.02644319019920371
reimagination return create,0.026557655507669396
journey,0.026597000683554504
leaders,0.026827434913760627
korea spain germany,0.027132749853614094
local,0.027134993768876087
ahead,0.027189064934399952
response return,0.027255150978239925
level,0.027338645046967244
speed,0.027352614543271737
effective interventions,0.027572549703259393
muscle regulatory,0.027604617564083958
reopened,0.02779561716820829
physical distancing,0.027808722731182702
crisis level,0.0278644585399429
return stages phase,0.027968571944263214
create,0.02800009179900001
antibody,0.02802889640592838
plan return,0.028109718978122967
crisis gdp impact,0.028225749182714387
companies,0.028449236078632038
daily case,0.028531320516656338
key,0.028701042783762985
demand,0.028870793116820382
case growth rate,0.02896596863375342
japan,0.029168827386866124
potential,0.029221348342472836
industry expert interviews,0.029242672843357825
confirmed cases,0.02926099240466506
gdp drop,0.029324703847342634
strong world,0.029425134727652145
return to work,0.029522754966477594
small company,0.029540221143591523
austria,0.029559832195361794
presence return phases,0.029606249226316352
retail,0.02972745608484872
vaccine,0.029742367041131066
regulatory,0.029769248479400268
economic activity mckinsey,0.029789511689241568
estate company american,0.02991132976403438
resilience,0.030082353817259662
germany opens lockdown,0.030087544054600342
cases limited,0.030125291548874812
local currency units,0.030271456934031504
world economic forum,0.030287958935745766
immunity,0.030311427858396175
physical,0.03034788008203437
rapid,0.030444185074060572
high,0.030530889992834726
south america,0.03064379377259879
decision,0.030831830187548263
safety,0.030845940960679153
clear,0.030861073670264083
social distancing measures,0.030894930861161567
virus spread effective,0.031201558825118075
return muscle capabilities,0.03123320175163947
shifting public health,0.031280912323642086
strategic actions mckinsey,0.03141917105571749
virtual,0.03159103118487034
resilients source,0.03171315321913752
business scenarios based,0.03173631781474969
hopkins,0.03176731365331562
public health guidance,0.03181261247059579
average case growth,0.031841314765693955
south korea iceland,0.03191300302277424
south korea cdc,0.03193778049974556
specific fortune,0.032038108279995765
partially effective interventions,0.032050418389906195
policy,0.032200642923657555
building,0.03222365380367537
financial crisis,0.03230597403846398
central america united,0.032453633688511084
economic recovery,0.03247211837975237
risk,0.03267529109098617
air,0.032801771014291825
kingdom united states,0.03281628564252888
states united kingdom,0.03281628564252888
workforce readiness plan,0.0328675747558463
return journey strengthen,0.032924480591116086
south africa united,0.032972351455745424
deaths johns hopkins,0.03300651538222218
phases,0.033155580276968855
north america countries,0.0332374661987106
plan including workforce,0.03324185266401103
america,0.033266702756482795
reported cases asia,0.03331362934742953
ahead team,0.03343708568537255
business insider mckinsey,0.033542743460594604
leading indicator return,0.03356522968256658
return onsite,0.03364979948161153
reported,0.033689056649663374
center return,0.033783285264986966
future,0.033817632510108254
health response effectiveness,0.03386151992616925
virus contained,0.03389461233912557
italy,0.03393126087010143
customers,0.03414299510356952
monitoring,0.03438592141876894
mckinsey survey,0.034633261182985056
large economies real,0.03476115593779228
social distancing index,0.03523283769185026
times,0.03536467149794892
interventions return,0.03539423577651572
saving lives source,0.035486718644304575
denmark source,0.035530489642268
health economic,0.035577420886906824
industry dynamics return,0.035624032200235585
https,0.03573240012353702
nerve center builds,0.03580406258543131
people case growth,0.03582644312801494
temperature,0.03596450995869913
model,0.03607486308041189
health measures due,0.036078383645034594
john,0.03610409725705211
crisis data based,0.036155947341409325
forces,0.036277719294900916
initial,0.03629170481784227
indicator return decision,0.036330061479316555
states brazil australia,0.03634777604392801
return operating model,0.036467525211454924
act,0.03649028905823526
eliminate transmission,0.0365385563453283
moderate public health,0.036580824894075305
strong world rebound,0.036607269765801365
highly effective interventions,0.036613508722873826
ensure,0.03668556901099427
metamorphosis,0.03673179051189576
returns,0.036779642126721315
manufacturing,0.03692897059649462
portugal united states,0.03700741574530171
health organization,0.03701312953174117
central america,0.03702018125252828
deep-dives mckinsey,0.037212010785165034
return leverage monitoring,0.03723480669952509
customer,0.037246903749348574
travel to work,0.03731016384406382
role,0.03734445287838028
nerve center teams,0.037469059489257404
skills,0.037684018421331664
business requirements,0.037904166902257376
financial,0.037912449027042903
workforce readiness,0.038325165496665814
operating model,0.03833278326819415
remote working,0.03843316881215194
return create,0.03850140181387427
briefing materials global,0.038658441051891354
disease,0.03868288215438214
restrictions,0.038692349365685705
korea incremental cases,0.03869791514802098
tests,0.03873219853813917
skill building,0.038830166377378156
strategic return priorities,0.038842662075767774
readiness,0.038994092899171814
company hepa,0.039054557968446015
scale return define,0.03911151832706034
due,0.03913376001336085
planning,0.039149157479315015
panel public health,0.039260179041462874
highly effective economic,0.039277714248603886
china total,0.03928155691031551
south east asia,0.039306177024216585
world rebound,0.03941632420235592
spread effective response,0.03955112488907625
workforce communications workforce,0.039589139552304475
crisis response,0.03966674295747751
return to pre,0.03978368281081748
environment travel,0.03984821823537643
support,0.039912629405284894
denmark,0.03996326049062418
decisions,0.04008137924381274
case rate,0.04019009757738194
responses mckinsey,0.040344701485852494
world recovery,0.04048039844617113
johns hopkins data,0.04049277329913468
ppe,0.04061562469117924
scenario,0.04062769799171241
long-term mckinsey,0.040665371485443275
business strategy scenarios,0.04074575552953459
scenarios mckinsey,0.04092224897843801
analysis,0.040964527929956196
non-resilients resilients source,0.04105913066635402
interventions policy responses,0.04116711827574775
current strategy,0.0411906766195479
eurozone,0.04121473853321542
incremental cases change,0.04128446680142633
increasing,0.041311402389496925
monitor,0.04135021271140663
health agencies mckinsey,0.041357877667852386
increasing source,0.041560857460494885
times mckinsey,0.041584343309762975
press,0.04159618766243576
plans mckinsey,0.041626314824873514
restaurants,0.04164984777525077
total case counts,0.04172823558574504
understanding,0.041742185849636654
websites,0.04175469216636132
effective response,0.04176941210879257
returns large economies,0.04177732872722572
metamorphosis of demand,0.04179653383123722
return org decision,0.04180033640122351
individual,0.041865252244918924
office manufacturing retail,0.04195685043934172
strategic return,0.041962055454524264
world economic,0.04200794571993856
average,0.042156016507368624
operating,0.042244636613856204
health actions,0.042264070143692434
level quarter,0.04254404126551686
john boyd,0.04259397972725623
cases social distancing,0.042624656775451505
partially effective,0.042651849404256606
limited response detected,0.042951764078763464
india italy japan,0.04295803944022551
analysis mckinsey,0.04305254076712094
client,0.043229872560792845
cases south,0.043239661793731905
cases multiple applications,0.043366924001869894
health response manuals,0.043473920716358486
response manuals health,0.04347392071635849
returns large,0.04360577409940594
reopening resurgence response,0.04380586391536805
scenarios and return,0.04383830916599665
sample,0.04406276022769364
return based,0.0441195316268738
expert,0.044196304846778674
create safe workforce,0.044266181044813675
strategic actions,0.044299627582486116
measures mckinsey,0.04441620603307112
low,0.044472036092541314
health continuously monitor,0.044599138203559846
survey,0.04463002893573958
resurgence,0.04466514061637365
south korea incremental,0.04478830575810551
germany opens,0.04478907152826398
scale,0.04498813348566416
case rate began,0.04498861782102895
world rebound virus,0.045094062979105315
common,0.045106415345525355
spread return,0.045170570114880376
phase iii,0.04517266482004178
financial crisis data,0.04517558433853832
online,0.0452723583982583
full recovery virus,0.04560119356204627
daily tests,0.045630501677390446
domestic travel,0.04566443895229472
index,0.04568260669619892
work common areas,0.045694796138952685
faster,0.045937577708043
global executives mckinsey,0.04604543348782002
government mckinsey,0.046205263947077004
tracker mckinsey,0.046218867369456906
return decision,0.046271748431828075
pandemic,0.04627245712735833
information leaders time,0.0462894702482576
trend growth,0.04635882466724391
identify,0.046504895597684795
cases asia mainland,0.04662772677186886
work resumption rate,0.046639223455635606
teams strategic teams,0.04687826700152096
leading indicator,0.04696910159519947
multiple,0.04701875174271028
government response tracker,0.047107168135582855
malaysia south korea,0.047139923195222505
incremental,0.047241377844699214
test,0.04733935376883676
macro-economic scenarios leading,0.04739304583751905
asia mainland china,0.04747634073390026
strong,0.047485197030999106
workforce communication travel,0.04749267785304635
oxford coronavirus government,0.0477599321178986
monitor return,0.04780657389872067
time india open,0.04782521018023762
united kingdom united,0.04790287982048035
consumer pulse survey,0.047984413186814144
slow long-term,0.048227916306564166
company welfare policies,0.04830255740927002
return focused nerve,0.04840674544808613
lead,0.04841759780807687
response slow long-term,0.048418746712532275
return policy,0.0484255129748698
early,0.04846617525307281
safety interventions,0.04849301142971951
office,0.04858413935540218
mar.,0.048660243043914586
lives,0.048722813080233816
build critical employee,0.04875568357897567
school closure source,0.04887079750713047
health situation develop,0.04892119588872946
shift,0.04897181017075068
planning ahead,0.04901518642584521
france,0.04908275479595607
brazil,0.0491204617293791
return decision leadership,0.04916384091069428
states united,0.049329202806984634
cases multiple,0.0493364645952087
lives source,0.04938524574909148
public health conditions,0.04941126347023874
enabler teams mckinsey,0.049531200890532784
tracing,0.04964305328451038
businesses,0.04982498730096395
return planning,0.04988688293757354
learning,0.04990611601717723
policies,0.04994321576277206
coronavirus government response,0.05005242547842442
sales,0.05012756984836998
geographies,0.05017302045738743
reopening strategy daily,0.050187739055851006
distancing index daily,0.05023057109799679
required,0.05032944589249706
institute,0.05035461405937909
workforce segments,0.050403563288636204
virus spread strong,0.05051876357318145
johns,0.050545736159872956
scenarios leading,0.05063747922572397
europe,0.05068072374921027
days,0.05070391173473414
plan intervention monitoring,0.05071529592977318
north,0.05073245366847762
sample journey,0.050755123694093504
response apr,0.050859874146808044
nerve centers act,0.05109279011789899
nyt,0.051102186086448724
research,0.0511172754972711
immunity source,0.05129929890551344
asia,0.05137408790108681
description,0.051425712489705254
specific client,0.05146982636414154
workforce journey sample,0.051478687441913556
small,0.05153346794287506
work improving employee,0.051586038085053194
muscle teams,0.05179219416831084
mar apr,0.051816467910915265
widespread,0.05186133076527856
travel restrictions testing,0.051874135066260374
emerging,0.05188903015755796
trend growth virus,0.0519404741772117
address,0.05198206381034312
monitor local public,0.05206780459311572
north america,0.052187995072232915
france india italy,0.05220023117015653
business model,0.05220705047515509
retail environment travel,0.05221419581750894
economic recovery pandemic,0.05235486432362539
large international,0.05241438306868565
teams mckinsey,0.05261208646872869
strategy strategic workforce,0.05261536615153978
training,0.05270166604520366
critical decision,0.05274753450591258
lifting lockdown,0.05283673107502831
virus resurgence,0.052953403845322086
remote strategy workforce,0.05299724343581522
return to trend,0.053034072775556114
index case,0.05308799130763008
risks,0.05309734802285253
return define,0.05320511469799055
policy response speed,0.05323612989810423
improving return,0.05338376470394404
work manufacturing environment,0.0534459773990815
safety measures,0.05348816056818386
central,0.05365674034010779
work public,0.053841987137511725
economic activity,0.05385717632563756
impact mckinsey,0.05388020100501811
return operating,0.054044560455501475
increase apr,0.054056787105714696
totals sample-based testing,0.05408546553318437
testing capabilities,0.0541437901624641
success,0.05426657658758392
current workforce,0.05427448216804098
return define near-term,0.05452724496351091
effective mckinsey,0.05452914578864156
macro-economic,0.05456146455743429
declining case growth,0.054647552004445966
america total,0.05466968790242715
reform reimagination return,0.05469703612008469
remote work readiness,0.05477112646917549
virus testing efficacy,0.054853658345081685
services,0.05494603228907274
muted world recovery,0.054978330350018534
local currency,0.055112114600834455
increase pace,0.05513406474901483
situation,0.05513701306990157
leaders time,0.05531988976460755
mckinsey analysis includes,0.05540714364988687
company emerge,0.055462459516383546
increased,0.055470354065423125
consumer behavior,0.05549547648939997
rates,0.05564368714935884
prevalence,0.05567371357401683
analysis source,0.055694845384241645
cases reopening,0.05570290807044496
return journey,0.055770351982151446
quickly,0.05578610824064406
full scale return,0.05588600440430255
work phase,0.05594947980504721
hospital leading virus,0.056037776887538124
drop,0.05611862666410761
currency units,0.05619494157684834
develop ability,0.05619672367075801
decrease,0.05626378567699306
current strategy strategic,0.05628358344384528
changes,0.0563627746610692
travel domestic travel,0.05636285773432117
lifted state,0.05639579882246426
long-term growth insufficient,0.0563982243139819
public health reality,0.05641520663670889
achieve,0.056480520001252484
guidelines,0.056554894466143625
china reopening,0.056640901029362284
patients,0.05664297359257747
effectiveness,0.05679909567888532
globally public health,0.05680966301334769
cases change,0.056892038757941736
behavioral,0.05689990477785017
mitigative scenarios mckinsey,0.056933969067366544
time social distancing,0.05736977386626267
surveys,0.057381465774522314
schools,0.0575002256249912
press research,0.05773383755262576
effective interventions policy,0.05775940035788318
mckinsey.com mckinsey,0.057761051597007854
initial return stages,0.0577654202285737
guidance,0.05777503080342454
return leverage,0.05779982580405805
health response fails,0.057803168227972476
incremental cases social,0.05780763811360546
implications,0.05783911611409333
workforce strategy,0.057881389242296286
lockdowns,0.05791364497185786
office environment travel,0.05805629136820733
herd immunity source,0.05806782636372372
home,0.0583383871476895
reinstituted public health,0.05836919712501051
returns ineffective,0.058597815761065986
reopening apr,0.0588721844351373
transmission case,0.059013871472984855
spread strong public,0.059181610240836194
business impact leverage,0.05933156405268644
bbc,0.05946732174473864
iii,0.05950256885634224
environment evolves source,0.05965052746608285
virus testing,0.06008654205104479
decide team industry,0.060136950571259555
require,0.06014801160669078
virus transmission,0.06029254543191363
return timing customer,0.06035686254227591
state of emergency,0.06037933218318005
infection,0.060442015283466224
cases decreasingly large,0.0604949232795859
virtual work,0.060652242720267244
york,0.06069569948971784
india,0.06091149479784502
mckinsey global,0.060970602979390255
customer journey,0.061003247517973036
plan phase,0.06101915407290928
indonesia japan france,0.061051349392637594
brazil indonesia japan,0.06110895862184784
economic impact,0.06115242193665648
workforce planning decide,0.061369741901408884
nerve center operating,0.06139515600770915
growth insufficient,0.06151667010659418
covid,0.06152672883867529
recurrence,0.06184504182247921
company welfare,0.0619220179166185
absorb uncertainty,0.06216031434997548
business unit,0.06235474276839252
specific advice mckinsey,0.062416555256157746
health response succeeds,0.062423584032884664
cases asia,0.062561622381772
expert interviews,0.06286849074452167
remote mckinsey,0.0629316993904535
term,0.06302393153676551
nerve center training,0.06303045585552827
crisis partially effective,0.06306566418048919
incremental cases number,0.06311188133383318
international,0.06317814813406002
capacity,0.06322588054582572
scale return,0.06334032058034249
supply,0.06334864194386773
response readiness,0.06339163827242052
financial times,0.06345897526836766
strategy plan ahead,0.06356316591350643
estate company hepa,0.06359110513005531
daily incremental,0.06359248444902968
daily new cases,0.0636033447468788
work readiness monitor,0.06368378185010082
wsj,0.06391208804501322
reimagination return,0.06393079668279388
masks,0.0639403358397692
growth virus,0.06397996462998266
core nerve,0.06399788333567527
fortune,0.06400446063406998
interventions partially effective,0.06410083677981239
warm,0.06410381195506698
highly effective,0.06419364002971421
home entertainment source,0.0642636351506816
state hypothesis create,0.06429525083923326
study,0.0643318958753287
prioritize resilient business,0.06433798900269719
impact achieve impact,0.06451373812592721
american,0.0645407297648595
health situation,0.06472956144034422
strengthen,0.0648088414744411
mobility,0.06490658922817713
increase response,0.06526757517166894
region specific health,0.06531460799895215
define,0.06540540366731958
full,0.06543322983128291
information,0.06552589790629737
equivalently large,0.06566770643639891
measure,0.06592348066530725
policy responses partially,0.066189039148144
mckinsey practice surveys,0.06628344677526563
nytimes mckinsey,0.06629294353379486
remote monitor industry,0.06633705568354437
implement,0.06650492560207687
return squads including,0.06667150002502693
control,0.06669238141374655
economies real,0.06671863188210685
mobility source,0.06688624486529293
significant,0.06693555286960125
economic recovery ineffective,0.06705499505528774
insights,0.06706758644877836
school,0.06708359656248973
uncertainty create leading,0.06709522401133539
common space,0.06722341317355057
communication,0.06732012179368149
report source,0.06736604285380693
central nerve,0.0673851044540348
economic recovery highly,0.0674166576195647
states brazil,0.0675212291459003
japan south,0.0675701843054603
immunity threshold source,0.06761484010174554
slow,0.06764774549747524
virtual employees,0.06777063284683277
effective interventions strong,0.06780713664146139
understand,0.06804373296987211
environment john boyd,0.06824465491340509
growth virus contained,0.06825525623883227
rapidly,0.0682727015819555
jobs,0.06852098105168249
indicator return,0.06872253371033582
start,0.06876144052734412
strategy build critical,0.06899997015417436
regions,0.06911948494083864
critical employee,0.06917634146327702
business travel driving,0.06919529271050251
muted world,0.06921814967641672
customer support workforce,0.06925392004159457
situation source,0.06962322666337546
continuously,0.06988922024854859
business scenarios,0.06992859727281453
specific health advisory,0.06992956419387548
image source,0.0699444667253504
select,0.06996246402871144
strong policy responses,0.0700869979933588
index daily incremental,0.07013912466131274
business unit leads,0.07015669502296268
sales interactions source,0.0704725572465828
government response,0.07049059652490287
spain germany nigeria,0.07055534994669474
social distancing restrictions,0.07056326077514036
nerve center emerging,0.07085910376532852
small business open,0.07089560243833258
reopen,0.07090553741542095
great recession source,0.07100081828588388
selected countries,0.07106378106751911
university center,0.07119618766520834
risk readiness scenarios,0.07119855816550433
actions mckinsey,0.07125140062543989
shops,0.07132951851468876
detected new cases,0.07148822329548085
june,0.07157264898520967
economic cost,0.07164528489589614
outbreak,0.07169583526598482
return mindful,0.07170420041798571
mindful return,0.07170420041798571
china localized outbreak,0.07171579240184328
return rethink,0.0717923455433608
environment mckinsey,0.07179907607447761
york state,0.07180032220559578
death,0.07182669302272866
global financial crisis,0.07191958606755139
interactions source,0.0719454850159609
studies,0.07200396362684773
orders,0.07202921965925277
recession source,0.07206910463458269
drive,0.07211520597196207
long-term workforce strategy,0.07214568810254524
pre-entry,0.07216400259301031
response tracker,0.07218802119813711
global health,0.07220253661626676
business strategy,0.07223318508398305
total reported prevalence,0.07223928949654866
day,0.07243415962104878
reopening mar,0.07251357656551939
distancing index,0.07265255160977592
oxford coronavirus,0.07278690868854537
state hypothesis,0.07281512396591502
current workforce segmentation,0.07291638266516841
america united,0.07297576500950237
critical employee skills,0.07300170090440189
strategy workforce strategy,0.07306506148755691
increase retail online,0.07308598654447618
implement effective transmission,0.07316605616297012
factors,0.07319992177677956
effective interventions highly,0.07322701744574765
interventions highly effective,0.07322701744574765
singapore south africa,0.0733084045417579
individual client,0.07343900667590306
workforces,0.07345792352317221
reopening plans,0.07347831897658515
next-normal planning ahead,0.07353711630252094
months effective response,0.07353886234761768
manufacturing journey travel,0.07373559265881609
reskilling,0.07376513820503469
bigger impact mckinsey,0.07378376081484087
local health guidelines,0.07384680320736785
identify critical employee,0.07390522585707128
virus recurrence initial,0.07392125157464048
support workforce planning,0.07395880323450861
business travel,0.07402747687606576
centers,0.07404293562954165
including workforce trainings,0.07411443748802696
face,0.07421547195368812
europe total,0.0742279895403262
travel restrictions,0.07425471244678829
priorities,0.07448849009529895
briefing materials,0.07449151643578623
interventions public,0.07449917662456448
workplace,0.07461038177388164
pre-entry travel,0.07461904164342907
work develop,0.07466655396787086
response slow,0.07479999734948065
crisis data,0.07482657991579318
crisis response updated,0.07483311721099378
behavior,0.07490531308120502
models develop ability,0.07508173274965485
past,0.07528710439500239
number of cases,0.0756130147973207
partially,0.07575878014096264
behavioral health actions,0.07584238515246179
cases social,0.07589744487253627
near-zero virus,0.07603450236069403
quickly modify plans,0.07604756345382445
manufacturing retail description,0.07617815099715379
hospital,0.07618330387981262
reduce,0.07622082313159417
crisis response read,0.07650493897490086
continue,0.07657378145385178
reducing mobility source,0.07662817974191999
decrease increase retail,0.07663592682350759
state hypothesis based,0.07664385044067222
return org,0.07668320760828395
office buildings travel,0.07686657570118058
re-instituted social distancing,0.07690648104051051
effective organization ooda,0.07692847229016937
asses remote work,0.07695384468562944
crisis gdp,0.07698312581339568
limited response,0.0770498022771671
multiple horizons appendix,0.07715572954526184
return muscle follows,0.07729414017390192
regulatory shifts regulatory,0.07755960620866721
spain,0.07762172988601437
guardian,0.07765214458115319
modify plans,0.07799548190373241
interventions current,0.07802019487584418
entertainment source,0.07818997892905664
disease transmission,0.07831782233177499
livelihoods,0.07850549009689776
potential intervention,0.078567636784153
germany localized outbreak,0.07858167107939813
coronavirus,0.0785830335476848
jilin,0.07876994880125801
time pre-entry policy,0.07877020397387545
copyright,0.07878623852185082
briefing,0.07893932306904222
happening mckinsey,0.0791210079129845
fully,0.07912911585046599
united kingdom,0.07935754408919453
leading virus,0.07936817769257794
america countries,0.07940657776029383
effective control,0.0794385282393375
viable nerve center,0.07953351921279408
harvard business school,0.07957827097867491
includes,0.07971064192481692
rna,0.07973053994193231
digital sales,0.07981857851129082
