Keyword,Score
digital solutions quickly,0.14965872414933917
based,0.15059847869928616
customer experience,0.15085961785104524
important decisions,0.15299354651889663
challenges,0.1530465842463059
consumer,0.1530949414289923
exhibit,0.15374032106468627
develop,0.1551532958063155
remote,0.15577588807222065
rethink,0.15719091737411728
coronavirus,0.157295379802578
resilience,0.15839947120202763
patterns,0.15841425792239802
days,0.1590185605893317
quickly rethink customer,0.15933108596661597
opportunities,0.16023673004410952
adoption,0.16038771272202626
effective,0.16052865337047145
skills,0.16067726680382488
growth,0.16098224292890692
tech,0.16170084474192625
changed,0.16236713004621128
support,0.16270581036446677
productivity,0.163442424110128
critical,0.1634710429136524
talent,0.16391259734319702
enable,0.16411022066907635
rapid decision making,0.1647927016954344
flexible,0.16488800758431713
fast decision making,0.16538177590419847
e-commerce,0.1657615437514737
business model,0.17190979344933696
shift,0.1721540351558834
car-rental company,0.1769074693224027
remote sales models,0.17895115485749635
sales leaders,0.1812431450931306
analytics customer,0.1813081667545813
accelerate digital,0.18200661603704577
impact,0.18331874741473234
nimble teams,0.18367470894348217
return rapid,0.1838966870214831
sources,0.18393347356735573
return data,0.18440860794129188
sales models,0.18546109721613915
teams built,0.18549643553144
organization model,0.18567492177923034
matters,0.18662378012085934
matter,0.18662378012085934
required,0.18726716292530002
accelerate digital adoption,0.18811710651947583
agile sales organizations,0.190068542044404
current crisis,0.19285731447127602
exhibit recovering revenues,0.19294979535703455
previous,0.19955735035261973
order,0.20013283159134745
customer experiences focused,0.20309435109343713
enable companies,0.20343526148647187
set,0.20351206230282012
partner,0.20352463337419174
kevin sneader,0.20381242714927209
bob sternfels,0.20401549456057233
term,0.20469901072520924
digital distribution models,0.20612491958512746
digital collection model,0.2063547158064256
developing customer experiences,0.20690747271680598
moves,0.20733537857496026
recover,0.20879017596395533
year,0.21005067968038732
operations competitive advantage,0.21054988911485295
sector,0.21258878638474973
refocus digital,0.2128659084905634
sales organizations,0.21393046339736593
deal,0.2141871431904498
toughest leadership,0.2156684425323743
leadership test,0.2156684425323743
rapid revenue recovery,0.21678211276933435
develop digital solutions,0.21759042696873268
shape,0.21833613441591065
rethink customer,0.21930528751382855
digital channels,0.22115739873584994
operations leaders seek,0.2223910929831882
assuming company leaders,0.22253166894415702
make,0.22310887701011897
enduring,0.22534600969069948
n’t,0.2264801697245077
normal operations,0.2273888663132231
long,0.22818805509241397
brazil won,0.22819647742492497
weeks,0.22934331002859223
processes,0.23009665982755495
encourage,0.23115644335777324
successful,0.2311931283488829
building,0.23157037646701784
including,0.23205764610789456
future,0.23217765872745053
increased,0.23228250535099693
accelerating,0.2324172424492289
resources,0.23254960212703107
flexibility,0.23280747643296354
country,0.23335164432824074
end,0.23353098973161038
capital,0.2336448787040456
nimble,0.23397348671423937
tools,0.2340831724060508
progress,0.23414498156594732
work experience,0.2343854035004211
build,0.23497986119106623
strategic,0.23507270384073936
agile operating model,0.23513721777537194
hit,0.23534390553884185
built,0.23566612939282675
adapted,0.23572949018016007
clear,0.2358557593309223
develop digital,0.23602622148246663
changing,0.23640714276114969
successfully,0.23697670940787555
reflect,0.2370831715162299
scale,0.23730163621815079
navigate,0.2375890807457193
create,0.23771938658169584
essential,0.23780242584142744
business back,0.23790131863149466
pricing covid reimagining,0.23796367723220163
technologies,0.23812075030004276
manage,0.23821537498674425
early,0.23834722387630292
development,0.23877634748547844
global business,0.23902379807653676
establishing,0.2395063288833311
global supply chains,0.24168389898933013
sneader,0.2427585186557865
sternfels,0.24285477338633324
brazilian,0.24343467109856395
operations competitive,0.2456857080500459
digital adoption,0.24594749218430184
made important decisions,0.24721732110761238
operating model based,0.24824141956352425
back stronger,0.24902403910186816
global editorial services,0.2490808238017239
end customers,0.2506377722286058
changing customer,0.25451024348745077
flexible digital,0.25460552987383817
rapid decision,0.2634811880498348
fast decision,0.26431454695713585
consumer company,0.26827798299049316
role,0.2692082151801117
refocus digital efforts,0.2698623843487966
low,0.27008664203238436
services back,0.27209552533415693
back loyal customers,0.2736695184367874
digital efforts,0.27462860158369945
faster decisions,0.27521800132005425
digital tools,0.2756310213464508
nimble teams built,0.2757838686024502
recovering,0.2758405296815732
source,0.27590021035103357
rebuilding,0.28039073239301693
customer connectivity,0.2807292409628814
digital platforms,0.2809978591763257
digital technologies,0.2817246156809806
soccer,0.2822838596182005
customer journeys,0.28384475256891467
player,0.2852769738519245
companies to successfully,0.28583558641183887
developing customer,0.28664774181861613
agile teams,0.2868857594947933
rethinking,0.28813545746534003
model based,0.28966381547807457
marketing,0.2897503851565987
recovering revenues,0.29141371813237305
looming,0.2923158608662285
auto companies,0.2923921921712219
high,0.29307655903972374
vaccine,0.2948684203858762
toughest,0.2948684203858762
test,0.2948684203858762
marked,0.2948684203858762
found,0.2948684203858762
reeling.,0.2948684203858762
economies,0.2948684203858762
e-commerce experience,0.2951357110837084
revenue recovery,0.29620448872402144
enduring source,0.2974965865709529
kevin,0.298221712678524
slow,0.29830397457299757
bob,0.2983144561114953
short-term moves sales,0.29863543371727225
industry,0.2986989895396326
coronavirus crisis,0.3039575091888455
tech ceo,0.3048261730016461
sets,0.30526809345423017
partners,0.3052869500612876
insight,0.3061272238803019
insights,0.3061272238803019
things,0.30614749218896437
flexibility operations,0.3086046933550433
worked faster,0.3108334764141124
digital approaches,0.3120902862516658
style,0.31257913462392417
remote teams,0.3131822833670991
business environment,0.31379148112851335
structural shifts short-term,0.31471742902510047
ecosystem,0.3149609271239641
ecosystems,0.3149609271239641
returns,0.31506080869247743
technology business,0.31656196166316464
digital agenda,0.3172860495304673
manage operations,0.31805328560517704
chinese car-rental company,0.319306943834011
purpose-driven customer,0.31931563834591026
customer playbook,0.31931563834591026
editorial services copyright,0.32009718787088726
make decisions faster,0.32211180761306485
agile sales,0.3234360010518117
loyal customers,0.32398068430759813
customer segmentation,0.32656046577230824
operating model built,0.32696916517063257
first-time customers,0.32730852509535524
sales channels,0.32797076371841466
dramatic shifts,0.3347021160454818
customers’ customers,0.3347298655908778
enabling customers,0.3349552745967615
unique work experience,0.33558251285234125
steps,0.3355892258748249
customers facing,0.33594539069732926
services copyright,0.33674211877300514
operation,0.337657091415983
editorial services,0.33813801684280714
reimagining the return,0.33954537792809975
successful leaders,0.33980702514824834
stronger,0.34030942439468637
exhibit recovering,0.3412860320638388
campaigns,0.3414741421884301
recover revenues,0.3444567224787037
article,0.3444703044945261
months ago,0.34700079330181716
remote work,0.3480531638100443
good,0.3490194854468866
efforts,0.3501229164119452
include,0.3502964845974155
operation planning,0.3512829267402682
marked a low,0.3520774936243647
moves sales,0.35316074201448194
networks,0.3531895267670045
remote sales,0.35400440566985425
crisis hit,0.35423528197570286
ceo reviews,0.3544074581885349
global supply,0.355077403191148
revenue opportunities,0.3553208667046886
rethink customer journeys,0.3554332180427524
platforms,0.35646183510674134
model built,0.35796901908787776
requires,0.3591210900077485
internal operations,0.35931922845746445
revenue-growth management e-commerce,0.3618782236037868
reviews,0.36223983404715043
long term,0.3626472697165182
building operations resilience,0.3637696168086981
e-commerce analytics,0.3639119607446144
cloud operations,0.36440497203402217
digital communication,0.3660064771452098
management e-commerce analytics,0.36877403055460795
consumer demand,0.3687927667286196
digital access,0.3697744658826596
company moved,0.3697837754849087
high structural shifts,0.3702189367331623
ambitious digital,0.37022517276697303
digital distribution,0.37046021311879246
digital factory,0.37047338109891476
digital practices,0.37047338109891476
digital collection,0.3707727527641919
adaptability,0.37175305425420385
impact fast,0.37328392381908176
start-up,0.3734152706967232
company developed,0.37416719529007497
ago,0.3745013426377113
maintaining,0.37485848112024694
cases,0.37526353425285797
identify,0.3753361357894881
current,0.3756547057595081
worked,0.3756547057595081
dreamed,0.3756547057595081
brazil ’s glory,0.3757871369097339
possibility,0.3760096487238672
return declined,0.3760778026097795
position,0.3762434909099637
earnings,0.37642993389610035
structural shifts,0.3771863628105695
shifts short-term,0.3771863628105695
innovation,0.37748146066949106
targeted,0.37748878677967423
measures,0.37755753222349775
urgency,0.37763355123676207
agility,0.3777398668559744
car-rental,0.3783006791503855
win,0.3790566324255058
return era,0.3790590227650282
brazilian soccer,0.3790644226229905
full,0.37910100578218975
prioritize,0.3797234584836185
made important,0.3800331537381744
strengthen,0.3801678919514329
analysis,0.3804542539189126
survive,0.3809261159541408
competition,0.38109979072318284
experiences based,0.381303915484562
act,0.3816544778019128
action,0.38190334320922
data and analytics,0.38190483176467965
reflect changing customer,0.3819108848309019
leaders are reflecting,0.3821141979317971
range,0.3821462984022191
weekly,0.38226563499934835
cadence,0.38226563499934835
daily,0.38226563499934835
digitizing,0.3823835827172951
solutions quickly,0.3825737132756926
unique,0.382611400429287
spending,0.382729366902076
connectivity,0.38313438019589885
reimagination,0.3832219369435167
ahead,0.38330943325997024
fundamentally,0.3838021841135253
launch,0.383975265283059
regionalization,0.3842262323396726
bring,0.3843132180634209
transparency,0.3845970825821945
planning,0.3849504947393207
focused,0.3853043647476007
suite,0.3853757124451495
reinvent,0.3855287987658188
ability,0.38611647173959435
differ,0.3861342764349004
approaches,0.38652266260749146
plan,0.3866734692015622
social,0.3867479356283209
workforce,0.3868217894556242
reeling. by kevin,0.38690253220972437
greater,0.38703976203807605
qualities,0.38705986631040673
decide,0.3873223274067549
cross,0.38736112932112543
research,0.38739158143218577
operate,0.38756898306842386
leading,0.3877298992952405
health,0.3877355265686577
tasks,0.3877960217423669
grow,0.3879233259899687
field,0.3879267795175069
expectations,0.3881465457879744
performance,0.3881825252435572
dramatic,0.38820264178245717
spend,0.38823653230787264
enhancing,0.38824529549528736
external,0.38836947788263027
game,0.38836947788263027
people,0.3884309013964908
functional,0.3884315164933952
emerging,0.3886125673855717
small,0.38874035044332855
emergency,0.38874035044332855
core,0.388790437818802
related,0.3889069773859795
call,0.3889069773859795
learned,0.3889950932289258
low slow time,0.38915978788545563
continue,0.38916775240207374
reallocating,0.389357634369555
developing,0.3894122965644471
long-term,0.38957415806257706
hurry,0.3898013597301738
made,0.3898013597301738
reflecting,0.3898013597301738
base,0.38986210517191267
common,0.38988867171127867
coming,0.3899908907300375
complete,0.3902193874114828
significantly,0.3902900834267376
addition,0.39030625481606873
remarked,0.39046248151642077
asset,0.3907653903636955
moved,0.3907653903636955
designed,0.3908571630367397
sustain,0.3908571630367397
strong,0.39108206870085804
rapidly,0.3911702739354897
agenda,0.391407655933317
internal,0.3914291163147419
culture,0.3915135337003078
variable,0.39155540292175856
contract,0.39159704866894995
organizational,0.3917206658702735
shared,0.3917614383883404
automation,0.3917614383883404
learning,0.39204098226830075
enabled,0.39231071771701553
partnerships,0.39234848580291243
emphasis,0.3926802015393986
life,0.3929284821178104
deliver,0.3930399011532033
office,0.3930513240188288
adapt,0.39309990170699943
matching,0.3932360422671431
signals,0.39333579480852254
fourth industrial revolution,0.39344913713192026
defining,0.39375308524540337
developed,0.3941362582246785
city,0.3941455714735871
delivery,0.3942940161409356
reinventing,0.3943516863415275
bringing,0.3943516863415275
global editorial,0.3946225024779299
make decisions,0.39491162075017866
financial,0.3949697343190178
cloud,0.3954896567049379
leaders emerging,0.3970595952936264
developing leaders,0.3982020835412087
changed demand,0.400064492761045
rethinking the organization,0.401083712990291
shifts short-term moves,0.4097704646577547
daily team,0.41367163299527115
financial crisis,0.4137525647769279
assuming company,0.4166693958866323
sustainable operations,0.4168433988513608
operations strategies,0.4169536593560419
financial models,0.4174966713072012
focused teams,0.41833566567337166
operations on-premise,0.4224294902690496
mining operations,0.42266867020388044
functional teams,0.42316765520249705
management e-commerce,0.4243920631481882
cohesive team,0.43155252796872073
company recently,0.43193170188653146
data sets,0.4320796812203812
company stands,0.43309329238945904
pelé was named,0.4341035483419229
fourth industrial,0.43511664245613063
industrial revolution,0.43511664245613063
telecommunications company,0.4360698874140051
delegates decision making,0.4384313661016298
good shape,0.43846449102776025
real-time decision making,0.4413048328936095
quickly rethink,0.44139837604954535
slow time,0.4414067843587278
data-driven decision making,0.44233534602060615
crisis abates,0.4426214643034349
global business units,0.4435580054592812
service networks,0.4478334791091574
matching business,0.44806444254657024
prioritize revenue,0.45061570121630545
high structural,0.4510403210549723
opportunities quickly,0.45383266322378424
united states,0.4548944579918587
navigate demand,0.45686961923546504
rapid revenue response,0.45973146968294726
agile operating,0.4612250157608907
ceo told,0.46180253391142745
ceo recalled,0.46249494224413307
retail ceo,0.4633031696290227
leaders seek,0.46380939644284497
changing customer expectations,0.4639187274549203
unique work,0.4642962731767343
chain,0.4656315301083783
revenue-growth management,0.4656942289711252
companies must shape,0.467520974109531
sense of possibility,0.4675292336088414
changed demand patterns,0.46901733762594794
team check-ins,0.4713534876405396
brazil came back,0.4722120183293555
digitizing sales,0.4725177615826374
accelerate adoption,0.47288512983378156
wondered if brazil,0.47295115244231023
people work,0.47471056704401243
low slow,0.4755174948300598
model for customers,0.4767185882706035
global-sourcing model,0.4780390785398272
enable rapid,0.4785011796765165
accelerate tech,0.47860974794275296
leadership roles,0.479153631885885
distribution models,0.4871379762884891
validating models,0.48745920608550874
collection model,0.4875839728986851
operating environment,0.49029317032567127
source of competitive,0.4914246871311336
creating flexible,0.49156411011270634
north american,0.4918163834951458
short-term moves,0.49220829098203517
moves revenue-growth,0.49220829098203517
future of work,0.4925499753790702
digital approaches include,0.492627195878529
cross-functional teams,0.4940969960232669
brazil ’s journey,0.49448941373497735
april,0.49813832687937615
hong kong,0.4985004005538903
san francisco,0.49889532693052563
safety marketing,0.5003406572103276
sustainable operations competitive,0.5005532102598416
impact on earnings,0.5028857756492107
increased consumer demand,0.503698374626574
demand planning impact,0.5055778449470086
speed matters,0.5064526622958657
teams dedicated,0.507770737592182
fast many companies,0.5081631358814276
american telecommunications company,0.5098480161749005
star player,0.5103410196277199
required leadership,0.510590678535931
demand planning,0.5122506502425146
successfully navigate,0.5136389312994213
revenues gradually,0.513892154490731
revenue profile,0.5141975914817842
business units,0.5160395023735228
ges,0.5214153784779604
curbside-delivery business,0.5228740246809974
covid,0.5232362529906177
return to work,0.5234327292258617
bring supply chains,0.523949118903882
digitizing sales channels,0.5250206397610281
february,0.5266169234532802
moves revenue-growth management,0.527005255495166
chinese,0.5284359058569376
assortment,0.5284856771142135
employee,0.5284863393555194
experience innovation,0.5289606710361101
demand signals,0.5293151370481292
business priorities,0.5294500462610238
short-term,0.5303038833707295
structural,0.5303038833707295
revenue-growth,0.5303038833707295
failed to perform,0.5319052235400807
demand patterns encourage,0.5320885829018404
targeted campaigns,0.5322274596626484
revenue response,0.5345891467067374
requires quickly,0.5380080569929928
includes creating,0.5386273521510615
revenues fell,0.5392469907610329
work and digital,0.5405631985921218
critical roles,0.5433574995724413
element of reimagining,0.5445461112173606
experiences focused,0.5459071377712823
industrial,0.5506292107758091
fourth,0.5506292107758091
revolution,0.5506292107758091
growth sources,0.5511578309214465
accelerating cost,0.5511604409606156
early april,0.5532524734465344
companies to recover,0.554703855759996
reimagining a sustainable,0.5549685124901186
capital costs,0.5556894407906448
states,0.5582657239396056
companies can set,0.5597660671013515
sales force,0.559905864918698
sales representatives,0.559905864918698
united,0.5600646890572392
reallocating exhibit,0.5604514352152224
demand patterns create,0.562937067659243
sales restructuring,0.5634577698699161
tournaments,0.564567719236401
customers and employees,0.5664752152348127
solution,0.5681559616435351
local sales,0.569909983534876
companies have adapted,0.5701543591059149
refocus,0.5704029338785722
internet,0.5715083207826738
service and returns,0.5731988902772427
businesses processes,0.5735146166980639
american,0.5741743795719858
north,0.5741743795719858
consumer company recently,0.5745534033500583
copyright,0.5752937790889165
kong,0.5767722060858621
hong,0.5767722060858621
francisco,0.576924610054958
san,0.576924610054958
editorial,0.5770759322904583
companies have learned,0.5812126273760906
flatter organization,0.5821882072520065
organizations relate,0.5828187705610259
world begins,0.5838947761969041
companies will redesign,0.584604544034001
companies will reinvent,0.5867246751537788
prioritize revenue opportunities,0.5879563100134723
win back,0.5881049607202117
sales and operation,0.588351629208492
delegates decision,0.5887382862035268
perform,0.5892521545097368
round,0.5892521545097368
failed,0.5892521545097368
essential for companies,0.5905297185627308
real-time decision,0.5916020344714072
act quickly,0.59174178555379
star,0.5922277383464922
eliminated,0.5922277383464922
winner,0.5922277383464922
data-driven decision,0.5926267211925241
company whose revenues,0.592794715494251
companies can build,0.5933586753406974
orders,0.6003984947740424
seamless e-commerce experience,0.6009978443181537
analytics tools,0.6045889400410013
solutions to customers,0.6051044302949831
packaging demand,0.6057434270909462
decide quickly,0.6058537077148078
ecosystem management,0.606206807013382
companies have moved,0.6071322149758783
adoption of digital,0.6095291192413644
shift to digital,0.6098744105138788
challenge,0.6121863369852236
consumers,0.6123797657159692
terms,0.6140970321756277
adapted roles,0.6148876933120111
companies that recognize,0.6156317524992336
global asset,0.6213007715457618
digital and analytics,0.6217408975046603
move,0.6220061357248808
creation opportunities,0.6238482132444095
companies should reimagine,0.6282761927734484
demand forecasting,0.6290888331200947
safety steps,0.6293076247788576
moved fast,0.6293949833483518
businesses have worked,0.6296230187130332
years,0.630152039041162
strategic advantage,0.630491886287402
making authority,0.6307664064898766
match demand,0.6309739173118034
characteristic of companies,0.6311091193794742
variety of companies,0.6327615277036049
tailored experiences,0.6362748463318315
sectors,0.6377663591542493
required building,0.6401233121749017
deals,0.6425614295713494
cost transparency,0.6446919992336674
hurry to deal,0.653136179888254
shifts in operations,0.6540006573036211
roads exhibit,0.6554640769912348
costs related,0.6566606868345374
cost base,0.659336718725609
suite of digital,0.6619513915922289
strong cost,0.6627673542123705
early recovery,0.6652181243362888
teams more decision,0.6660497257263089
chinese car-rental,0.6661538360297742
critical challenges,0.6674975135827336
step,0.6711784517496499
maintaining that sense,0.67275873598795
low point,0.6737777672802053
passenger experience,0.6739993221544269
in-flight experiences,0.6739993221544269
give remote teams,0.675986037243237
fouled,0.6763854220844936
flagrantly,0.6763854220844936
threatened,0.6790735693470286
frequently,0.6790735693470286
support remote,0.6821714474249545
campaign,0.6829482843768602
productivity of digital,0.6840315907744131
chains and services,0.6848821660986594
solution development,0.6863025809034006
recover revenues gradually,0.6863882097526234
customer and supported,0.6939828296857888
create competitive advantage,0.6943962150673313
core businesses,0.6965556543073274
bring supply,0.697084701863347
role of operations,0.6972672633556947
customers to complete,0.6978045825396576
goods,0.6980389708937732
roads exhibit recovering,0.6981301961436707
operations and supply,0.6988328013023918
effort,0.7002458328238904
includes,0.700592969194831
previous article,0.7019813252205735
acceleration of digital,0.7047832417569168
links to customers,0.706107349409382
network,0.706379053534009
development of digital,0.7111074511081915
successfully navigate demand,0.7127916106571196
platform,0.7129236702134827
create competitive,0.7139830877052713
execute quickly,0.7149542318420151
back loyal,0.7177970261623211
require,0.718242180015497
health and safety,0.7189779288547413
wondered,0.7216916369870426
glory,0.7216916369870426
understand what customers,0.7272353174445924
e-commerce features assortment,0.733823398240355
type of customer,0.7339281139508742
planning impact,0.7343402024471553
customer value propositions,0.7360320800476413
defining role,0.736129983092118
required innovation,0.7365310536990092
product-development and customer,0.7366548022961665
revolution suite,0.7373122960462913
encourage insight,0.7378600793838092
played one customer,0.7387643623449724
industrial revolution suite,0.7409593532332791
rapid reallocation,0.7438279763776934
increased consumer,0.7443949234640327
beautiful,0.7451513497109127
points,0.7452221941864214
point,0.7452221941864214
return to full,0.7452409137944848
e-commerce features,0.7455722075118048
efficiency e-commerce,0.7455722075118048
leaders and employees,0.7457413329017631
relationships to digital,0.7465407966316663
migration to digital,0.746960713407692
adapting quickly,0.7471582900621689
won,0.7474815377053827
widely,0.7474815377053827
grace,0.7474815377053827
pitch,0.7474815377053827
regarded,0.7474815377053827
steps the company,0.7475358548696256
establishing new digital,0.7479597462997698
priorities to digital,0.7483997310871546
quickly reducing,0.7490234835561378
brazilian football,0.7496279976080759
brought brazilian,0.7496279976080759
lurches back,0.7506445672996869
important element,0.7568036299374302
global managing,0.7593162782042784
rapid adaptation,0.7593914955540412
fast beats,0.7624001449607922
creating radical,0.7627624626690502
results,0.7632250229047889
result,0.7632250229047889
embed data,0.7638336411387588
named,0.7649941172815601
fund rapid,0.765165549884241
collaboration,0.765458733804152
levels,0.765551704056467
level,0.765551704056467
moves sales restructuring,0.7658448583862997
developed a digital,0.7687977245164211
emergency made,0.7694417180630768
supplier,0.7704342814921745
suppliers,0.7704342814921745
journeys,0.7728926079967309
journey,0.7728926079967309
structures,0.7756642547014688
structure,0.7756642547014688
seamless e-commerce,0.7757155219195208
turnaround required,0.7760790371789525
place,0.7762385890555279
places,0.7762385890555279
element,0.7776978167617447
elements,0.7776978167617447
turnaround,0.7777871766095985
attacking,0.7777871766095985
return and learning,0.7791187358113716
cars,0.7791483161251541
car,0.7791483161251541
creating digitally,0.7797257887112478
retailer,0.7835228767766808
retailers,0.7835228767766808
partnerships matter,0.7835782764198336
patterns encourage,0.7838721741338446
challenge requires,0.784751951452158
return and promotions,0.7848779324356281
cohesive,0.7876158233712368
roster,0.7876158233712368
airline,0.7879970177166785
airlines,0.7879970177166785
delivered using digital,0.78827117587937
involve,0.7885300119821401
involves,0.7885300119821401
nimble ecosystem,0.7926127647261187
sales and global,0.7928158447573498
bringing cloud operations,0.7977400839990658
expanding their digital,0.7985262727203796
coronavirus hit,0.7992799183321211
tailored experiences based,0.8010711346898185
businesses surveyed,0.8014220753077053
cost pressures,0.8032689232629817
strong sense,0.8043848486819085
thought,0.805334316517541
team was eliminated,0.8057654062840517
shared sense,0.8069097162068551
torment,0.8072565632696295
inflicted,0.8072565632696295
triumph,0.8072565632696295
food,0.8072565632696295
failure,0.8072565632696295
resolve,0.8080486752194597
level of operations,0.8090915955585377
reform,0.8099621746830388
pricing covid,0.8102689362574883
world where fast,0.8107878936231081
find,0.8118493996700314
nonessential costs,0.8120352294569527
stages,0.8139692575378572
depending,0.8139692575378572
digital will play,0.8141167813782126
noted,0.8158257375331046
overlap,0.8158257375331046
survive the crisis,0.816032784022188
sources of revenue,0.8166969217843425
leisure time,0.8189934168978981
reimagine,0.8193107825794114
suggest,0.8193107825794114
real time,0.8204883333829788
lost,0.8205923578420614
confront,0.8223971645441458
ready,0.8223971645441458
moment,0.8223971645441458
patterns create,0.8244768692040348
focus,0.825155003432201
areas,0.825155003432201
crisis has accelerated,0.8271242590407852
emergency made important,0.8275169842988302
abates,0.8281454143286825
kong office,0.8294986260644815
gradually,0.829889989966569
francisco office,0.8298997096721973
profile,0.8302157423638352
features assortment,0.8312361748501065
advanced analytics,0.8326234931319605
mindset,0.8338633278817926
long-term competitive,0.8352303105583214
telling employees,0.8355489091449027
full speed,0.8358108236059222
clear growth,0.8369624875870698
check-ins,0.836985159629465
establish,0.836985159629465
accountability,0.836985159629465
favors,0.8371665410832068
testing,0.8371665410832068
human,0.8383865129285687
brisk,0.8386574816980028
leaders are increasingly,0.8401733445221761
sixty,0.8409260168326788
long-term competitive advantage,0.8417080464857191
acceleration,0.8420818274300967
traditional,0.842565515198789
proving,0.842565515198789
surveyed,0.842565515198789
cliché,0.8431714662020112
digitizing their operations,0.8444223114116357
imaging,0.8451760596813602
back into service,0.845309652083703
expanding,0.8458130163279095
purpose-driven,0.8461011246526751
playbook,0.8461011246526751
’re,0.8467797360326429
satellite,0.8467797360326429
links,0.8467797360326429
combine,0.8467797360326429
advanced,0.8467797360326429
understand,0.8485687899980741
tailored,0.8485687899980741
glory days,0.8485978445289686
frequently and flagrantly,0.8495073027844501
fouled frequently,0.8495073027844501
disruptions,0.8501906779347936
nontraditional,0.8509469163370196
assuming,0.8514778286821975
response,0.8516702797037562
choosing,0.8530275817895195
starts,0.8533353170574395
basis,0.8533353170574395
reskilling,0.8539087641993556
selling,0.8539087641993556
adjusting,0.8539087641993556
models to enable,0.853915923864231
identified,0.8544616871899221
fully,0.8548689917961478
happen,0.8548689917961478
primary,0.8548689917961478
force,0.8554374582606272
free,0.8554374582606272
loyal,0.8554374582606272
automating,0.8554374582606272
representatives,0.8554374582606272
pricing,0.8554374582606272
launching,0.8554374582606272
proven,0.8554374582606272
sell,0.8554374582606272
promotions,0.8554374582606272
payment,0.8554374582606272
sizing,0.8558895548057669
execute,0.8559855712708274
rigorously,0.8559855712708274
fell,0.8564911781796082
empty,0.8567613444525948
packaging,0.8574103006900582
matrix,0.8574103006900582
illustrative,0.8574103006900582
stew,0.8582744140162618
roads,0.8584600621046166
prioritizing,0.8589084088167505
taxes,0.8589084088167505
restructuring,0.8589084088167505
features,0.8589084088167505
interest,0.8589084088167505
efficiency,0.8589084088167505
personalization,0.8590889361434665
micro,0.8590889361434665
discovered,0.8598585629254758
transportation,0.8598585629254758
reacted,0.8601744421673929
invested,0.8605722757627042
listening,0.8605722757627042
guide,0.8605722757627042
segmentation,0.8605722757627042
touch,0.860587387345027
pickup,0.860587387345027
program,0.8609376369058773
led,0.8609589899840062
firms,0.8613351085414933
public,0.8613351085414933
telling,0.8613351085414933
recovered,0.8616118452035039
competitor,0.8616118452035039
refine,0.861701121060466
experiment,0.861701121060466
cancelled,0.8620574858835074
first-time,0.8620574858835074
reassure,0.8620574858835074
called,0.8620574858835074
driven,0.8622534329388557
authority,0.8622534329388557
methods,0.8622534329388557
process,0.8622670840221918
